match_id,season,match_date,event_name,team1,team2,toss_winner,toss_decision,winner,ground,h2h,h2h_team1_wins,h2h_team1_wins%,h2h_venue,h2h_venue_team1_wins,h2h_venue_team1_wins%,team1_venue,team2_venue,team1_venue_wins,team2_venue_wins,team1_venue_wins%,team2_venue_wins%,team1_last_5_wins,team2_last_5_wins
1299829,2022,2022-02-23,Afghanistan tour of Bangladesh,Bangladesh,Afghanistan,Afghanistan,bat,Bangladesh,"Zahur Ahmed Chowdhury Stadium, Chittagong, Chattogram",16,10,62,6,3,50,6,6,3,3,50,50,0,5
1278678,2022,2022-02-11,West Indies tour of India,West Indies,India,India,bat,India,"Narendra Modi Stadium, Ahmedabad",58,18,31,3,0,0,3,4,0,3,0,75,1,2
1278677,2022,2022-02-09,West Indies tour of India,West Indies,India,West Indies,field,India,"Narendra Modi Stadium, Ahmedabad",58,18,31,3,0,0,3,4,0,3,0,75,0,2
1299587,2022,2022-02-06,ICC Men's Cricket World Cup League 2,United Arab Emirates,Oman,United Arab Emirates,field,United Arab Emirates,"Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1), Al Amarat",7,3,43,3,2,66,5,5,2,1,40,20,3,3
1278676,2022,2022-02-06,West Indies tour of India,West Indies,India,India,field,India,"Narendra Modi Stadium, Ahmedabad",58,18,31,3,0,0,3,4,0,3,0,75,1,2
1299586,2022,2022-02-05,ICC Men's Cricket World Cup League 2,United Arab Emirates,Oman,United Arab Emirates,field,United Arab Emirates,"Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1), Al Amarat",7,3,43,3,2,66,5,5,2,1,40,20,4,2
1295183,2022,2022-01-25,ICC Men's Cricket World Cup Super League,Netherlands,Afghanistan,Afghanistan,bat,Afghanistan,"West End Park International Cricket Stadium, Doha",5,1,20,3,0,0,3,3,0,3,0,100,4,5
1295182,2022,2022-01-23,Afghanistan v Netherlands,Netherlands,Afghanistan,Afghanistan,bat,Afghanistan,"West End Park International Cricket Stadium, Doha",5,1,20,3,0,0,3,3,0,3,0,100,3,4
1277084,2022,2022-01-23,India tour of South Africa,South Africa,India,India,field,South Africa,"Newlands, Cape Town",45,22,49,4,2,50,16,5,2,2,12,40,4,2
1295181,2022,2022-01-21,Afghanistan v Netherlands,Netherlands,Afghanistan,Netherlands,field,Afghanistan,"West End Park International Cricket Stadium, Doha",5,1,20,3,0,0,3,3,0,3,0,100,3,3
1294971,2022,2022-01-21,Zimbabwe tour of Sri Lanka,Zimbabwe,Sri Lanka,Sri Lanka,bat,Sri Lanka,Pallekele International Cricket Stadium,30,7,23,4,1,25,5,6,1,3,20,50,2,1
1277083,2022,2022-01-21,India tour of South Africa,South Africa,India,India,bat,South Africa,"Boland Bank Park, Paarl",45,22,49,3,2,66,6,4,2,1,33,25,3,3
1277082,2022,2022-01-19,India tour of South Africa,South Africa,India,South Africa,bat,South Africa,"Boland Bank Park, Paarl",45,22,49,3,2,66,6,4,2,1,33,25,4,4
1294970,2022,2022-01-18,Zimbabwe tour of Sri Lanka,Zimbabwe,Sri Lanka,Zimbabwe,bat,Zimbabwe,Pallekele International Cricket Stadium,30,7,23,4,1,25,5,6,1,3,20,50,2,1
1294969,2022,2022-01-16,Zimbabwe tour of Sri Lanka,Zimbabwe,Sri Lanka,Zimbabwe,bat,Sri Lanka,Pallekele International Cricket Stadium,30,7,23,4,1,25,5,6,1,3,20,50,1,2
1277087,2022,2022-01-16,Ireland tour of United States of America and West Indies,West Indies,Ireland,Ireland,field,Ireland,"Sabina Park, Kingston, Jamaica",13,10,77,5,3,60,17,6,3,2,17,33,1,1
1277086,2022,2022-01-13,Ireland tour of United States of America and West Indies,West Indies,Ireland,Ireland,field,Ireland,"Sabina Park, Kingston, Jamaica",13,10,77,5,3,60,17,6,3,2,17,33,2,1
1277085,2022,2022-01-08,Ireland tour of United States of America and West Indies,West Indies,Ireland,Ireland,field,West Indies,"Sabina Park, Kingston, Jamaica",13,10,77,5,3,60,17,6,3,2,17,33,2,1
1290881,2021,2021-11-26,ICC Men's Cricket World Cup League 2,Oman,Namibia,Oman,field,Namibia,"Wanderers Cricket Ground, Windhoek",6,1,17,2,0,0,2,8,0,2,0,25,3,3
1275259,2021,2021-10-01,ICC Men's Cricket World Cup League 2,Papua New Guinea,Oman,Papua New Guinea,bat,Oman,"Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1), Al Amarat",6,0,0,1,0,0,3,5,0,1,0,20,1,3
1275258,2021,2021-09-29,ICC Men's Cricket World Cup League 2,Scotland,Papua New Guinea,Papua New Guinea,bat,Scotland,"Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1), Al Amarat",6,6,100,1,1,100,1,1,1,0,100,0,2,1
1275257,2021,2021-09-28,ICC Men's Cricket World Cup League 2,Scotland,Oman,Scotland,bat,Scotland,"Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2), Al Amarat",6,5,83,1,1,100,2,2,1,0,50,0,3,3
1275256,2021,2021-09-26,ICC Men's Cricket World Cup League 2,Papua New Guinea,Oman,Papua New Guinea,field,Oman,"Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2), Al Amarat",6,0,0,1,0,0,1,2,0,1,0,50,1,2
1275255,2021,2021-09-25,ICC Men's Cricket World Cup League 2,Scotland,Papua New Guinea,Scotland,field,Scotland,"Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2), Al Amarat",6,6,100,1,1,100,2,3,1,0,50,0,3,1
1275253,2021,2021-09-19,ICC Men's Cricket World Cup League 2,Oman,Nepal,Nepal,field,Nepal,"Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1), Al Amarat",7,4,57,2,1,50,3,6,1,1,33,16,3,2
